,NO_ENTIDADE,CO_ENTIDADE,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_DESKTOP_ALUNO,QT_COMP_PORTATIL_ALUNO,QT_TABLET_ALUNO,IN_INTERNET_ALUNOS,IN_INTERNET_APRENDIZAGEM,IN_BANDA_LARGA,IN_MATERIAL_PED_MULTIMIDIA,IN_MATERIAL_PED_MUSICAL,IN_MATERIAL_PED_ARTISTICAS,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_MAT_MED_INT,TP_DEPENDENCIA,TP_SITUACAO_FUNCIONAMENTO,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,Latitude,Longitude,SERIE_ANO,CIÊNCIAS,LÍNGUA PORTUGUESA,MATEMÁTICA,MAT_PT_TOTAL
314,EDGARD PIMENTEL REZENDE PROFESSOR,35037679,414.0,389.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,426.0,448.0,874.0,0.0,0.0,2,1,JERONIMO SOUTO MAIOR,120,RUA,VILA NINA,2834090,-23.4763859,-46.6931543,EM-3ª série,"258,7",268.2,249.2,517.4
315,ANA SIQUEIRA DA SILVA,35037692,261.0,230.0,10.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,257.0,253.0,510.0,0.0,229.0,2,1,MAURO DE ARAUJO RIBEIRO,678,RUA,CIDADE D ABRIL,5182000,-23.44961557,-46.7441018,EM-3ª série,"301,3",291.2,282.0,573.2
316,CARLOS FREDERICO WERNECK LACERDA JORNALISTA,35037709,326.0,372.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,503.0,599.0,695.0,407.0,0.0,2,1,CONCEICAO DO NORTE,906,RUA,VILA ZAT,2976200,-23.4733919,-46.7153793,EM-3ª série,"237,4",229.1,231.8,460.9
317,MILTON DA SILVA RODRIGUES PROFESSOR,35037710,4.0,351.0,18.0,120.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,190.0,170.0,360.0,0.0,360.0,2,1,JOAO CORDEIRO,929,RUA,MOINHO VELHO,2960000,-23.4914726,-46.7049476,EM-3ª série,"291,6",289.7,290.1,579.8
318,VERIDIANA CAMACHO CARVALHO GOMES PROFA,35037783,402.0,588.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,727.0,668.0,945.0,450.0,0.0,2,1,CARLOS DOS SANTOS,781,RUA,JARDIM BRASIL ZONA NORTE,2234000,-23.4795973,-46.5734091,EM-3ª série,"271,3",265.8,263.0,528.8
319,JUSTINO CARDOSO DR,35037795,554.0,380.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,493.0,622.0,729.0,386.0,1.0,2,1,JOAO SOUTO MAIOR,465,RUA,VILA MEDEIROS,2218000,-23.4875611,-46.5859307,EM-3ª série,"239,7",236.4,240.2,476.6
320,ITALO BETARELLO,35038097,609.0,806.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,716.0,773.0,998.0,491.0,0.0,2,1,ANDRESA,120,RUA,JARDIM SAO JOAO JARAGUA,2995140,-23.4503372,-46.736214,EM-3ª série,"262,1",261.4,258.9,520.3
321,CAETANO DE CAMPOS,35038143,469.0,441.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,709.0,707.0,1416.0,0.0,0.0,2,1,RUA PIRES DA MOTA,99,RUA,ACLIMACAO,1529001,-23.5651803,-46.6309484,EM-3ª série,"271,4",266.3,265.5,531.8
322,JOSE MARIA WHITAKER DOUTOR,35038167,4.0,981.0,27.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,566.0,547.0,1113.0,0.0,31.0,2,1,ARNALDO DANTE PADRE,250,RUA,JARDIM SANTA CRUZ SACOMA,4182070,-23.6404025,-46.5965662,EM-3ª série,"277,7",274.6,273.0,547.6
323,SALVADOR MOYA,35038210,181.0,167.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,172.0,200.0,372.0,0.0,163.0,2,1,ITAIARA,51,RUA,CIDADE VARGAS,4320110,-23.6492691,-46.6355722,EM-3ª série,"265,4",249.4,250.3,499.70000000000005
324,VICENTE RAO PROFESSOR,35038234,505.0,466.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,514.0,557.0,1071.0,0.0,488.0,2,1,RUA PASTOR RUBENS LOPES,368,RUA,AMERICANOPOLIS,4409020,-23.6757728,-46.6511493,EM-3ª série,"262,8",269.7,258.0,527.7
325,FRANCISCO DE PAULA CONCEICAO JUNIOR PROFESSOR,35038258,870.0,767.0,24.0,0.0,16.0,1.0,1.0,0.0,1.0,0.0,1.0,1158.0,1300.0,1744.0,714.0,0.0,2,1,DOMINGOS SEQUEIRA,40,RUA,JARDIM MITSUTANI,5791050,-23.6487099,-46.7836025,EM-3ª série,"277,1",268.6,262.7,531.3
326,ADRIAO BERNARDES PROF,35038261,172.0,142.0,10.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,248.0,277.0,525.0,0.0,0.0,2,1,ITAQUAQUECETUBA,9953,ESTRADA,JARDIM SANTA TEREZA,4872060,-23.77352838,-46.64590558,EM-3ª série,"261,5",252.2,257.6,509.8
327,CALLIA MAESTRO,35038271,247.0,422.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,454.0,456.0,910.0,0.0,6.0,2,1,RUA JOSE RUFINO DA SILVA,249,RUA,JARDIM LALLO,4812240,-23.70938389,-46.68608323,EM-3ª série,"263,3",260.4,248.6,509.0
328,JOAQUIM ALVARES CRUZ PROF,35038283,437.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,545.0,628.0,1173.0,0.0,12.0,2,1,RUA DOIS,2,RUA,BARRAGEM,4896020,-23.87832948,-46.65074423,EM-3ª série,"273,2",255.7,262.2,517.9
329,JOSE LINS DO REGO,35038295,7.0,1549.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,941.0,902.0,1197.0,646.0,2.0,2,1,ESTRADA DO M BOI MIRIM,2463,,JARDIM DAS FLORES,4905022,-23.6760324,-46.755481,EM-3ª série,"255,4",260.3,259.5,519.8
330,MARIA LUIZA DE ANDRADE MARTINS ROQUE PROFA,35038301,711.0,601.0,20.0,37.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,903.0,984.0,1420.0,467.0,0.0,2,1,MARCELINO NOGUEIRA JUNIOR,117,RUA,JARDIM ELIANA,4851280,-23.7529482,-46.66842,EM-3ª série,"257,2",252.2,252.6,504.79999999999995
331,VERA ATHAYDE PEREIRA PROFA,35038313,122.0,101.0,15.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,107.0,146.0,253.0,0.0,117.0,2,1,LECONTE DE LISLE,300,RUA,JARDIM VISTA ALEGRE,4831130,-23.737835,-46.7120727,EM-3ª série,"271,9",277.1,268.3,545.4000000000001
332,CHARLES DE GAULLE,35039123,544.0,1231.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1016.0,1038.0,1381.0,673.0,28.0,2,1,RUA ANTONIO JOAO MEDEIROS,810,RUA,JARDIM INA,8140060,-23.5097359,-46.3984524,EM-3ª série,"258,2",258.7,257.9,516.5999999999999
333,MARTHA FIGUEIRA NETTO DA SILVA PROFESSORA,35039147,369.0,255.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,325.0,338.0,663.0,0.0,0.0,2,1,RUA ABEYLARD QUEIROS,195,RUA,VILA AGUA FUNDA,4155010,-23.6308024,-46.6260467,EM-3ª série,"274,6",251.3,258.6,509.90000000000003
334,ROBERTO MANGE,35039159,717.0,692.0,0.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,743.0,754.0,1212.0,285.0,13.0,2,1,AVENIDA CARLOS ALBERTO BASTOS MACHADO,50,AVENIDA,JARDIM MYRNA,4856080,-23.7708243,-46.6943978,EM-3ª série,"281,8",270.2,261.6,531.8
335,ANA LUIZA FLORENCE BORGES PROFA,35039172,311.0,318.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,329.0,348.0,458.0,219.0,0.0,2,1,JOSE PAULO CANDIDO,25,RUA,JARDIM SILVEIRA,4892010,-23.84836999,-46.71488034,EM-3ª série,"238,8",241.7,243.1,484.79999999999995
336,QUINTILIANO JOSE SITRANGULO PROF,35039248,595.0,408.0,10.0,9.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,695.0,738.0,1201.0,232.0,0.0,2,1,ARRAIAL DA ANTA,325,RUA,VILA CARMOSINA,8270090,-23.557306,-46.4617188,EM-3ª série,"254,3",262.9,263.9,526.8
337,CARLOS HENRIQUE LIBERALLI PROFESSOR,35039251,427.0,250.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,619.0,651.0,1027.0,243.0,0.0,2,1,MARIA FERRAZ DO AMARAL DONA,128,RUA,JARDIM SAO FRANCISCO,8390255,-23.6252643,-46.44742247,EM-3ª série,"262,2",254.5,240.3,494.8
338,CHIBATA MIYAKOSHI,35039263,287.0,257.0,24.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,428.0,389.0,685.0,132.0,20.0,2,1,EDUARDO DE MARTINO,72,RUA,CIDADE SAO MATEUS,3966020,-23.5949648,-46.4787864,EM-3ª série,"260,6",252.7,233.8,486.5
339,AYRES NETO DOUTOR,35039287,717.0,1107.0,21.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,967.0,980.0,1320.0,627.0,0.0,2,1,JOSE FLAVIO PEREIRA,173,RUA,PARQUE DOROTEIA,4474220,-23.7010014,-46.6442302,EM-3ª série,"270,4",263.4,254.1,517.5
340,IBRAHIM NOBRE,35039299,4.0,432.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,284.0,182.0,466.0,0.0,466.0,2,1,RUA PROFESSOR DJALMA BENTO,155,RUA,JARDIM LUANDA,4678020,-23.6668682,-46.6808911,EM-3ª série,307,291.2,295.5,586.7
341,FRANCISCO BRASILIENSE FUSCO DOUTOR,35039317,452.0,449.0,28.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,640.0,626.0,1152.0,114.0,0.0,2,1,JARACATIA,941,RUA,JARDIM UMARIZAL,5754071,-23.6158423,-46.6813955,EM-3ª série,"284,5",270.0,267.4,537.4
342,JOSE OSCAR ABREU SAMPAIO,35039342,75.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,195.0,204.0,321.0,78.0,0.0,2,1,LUISA MARIA ROSA,11,RUA,VILA SULINA,5264050,-23.4444011,-46.7853183,EM-3ª série,"264,4",272.6,255.5,528.1
343,NELLO LORENZON,35039366,391.0,402.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,432.0,470.0,765.0,137.0,9.0,2,1,RUA SAO GONCALO DO SAPUCAI,61,RUA,PONTE RASA,3891050,-23.511939,-46.4893501,EM-3ª série,268,263.0,262.6,525.6
344,BENEDITO FERREIRA DE ALBUQUERQUE PROF,35039385,231.0,176.0,17.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,338.0,364.0,702.0,0.0,18.0,2,1,BENJAMIM DIEMAR,266,RUA,VILA ROSCHEL,4891070,-23.83950214,-46.73410286,EM-3ª série,"257,3",247.4,242.7,490.1
345,REGINA MIRANDA BRANT DE CARVALHO PROFA,35039391,188.0,156.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,238.0,289.0,527.0,0.0,9.0,2,1,FILOMENA BELMONT,75,RUA,ENGENHEIRO MARSILAC,4891370,-23.90823577,-46.70653883,EM-3ª série,"252,6",244.6,265.6,510.20000000000005
346,ARLINDO PINTO DA SILVA PROF,35040332,197.0,117.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,257.0,313.0,570.0,0.0,3.0,2,1,MARCION,274,RUA,JARDIM LAJEADO,8041500,-23.5150314,-46.4386411,EM-3ª série,"249,3",250.4,253.2,503.6
347,LEONOR RENDESI PROFESSORA,35040964,336.0,309.0,21.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,532.0,483.0,977.0,38.0,1.0,2,1,BOAVENTURA RODRIGUES DA SILVA,1000,RUA,PARQUE BOTURUSSU,3801120,-23.4982603,-46.4888718,EM-3ª série,"286,6",260.9,266.2,527.0999999999999
348,PEDRO DE ALCANTARA MARCONDES MACHADO PROFESSOR,35040976,217.0,455.0,17.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,436.0,462.0,632.0,266.0,0.0,2,1,MANOEL DOS SANTOS BRAGA,391,AVENIDA,VILA ROBERTINA,3807320,-23.5029611,-46.4738638,EM-3ª série,"267,4",267.3,257.0,524.3
349,MARIA AUGUSTA CORREA PROFESSORA,35040988,299.0,196.0,27.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,513.0,523.0,1036.0,0.0,0.0,2,1,RUA PROFESSOR LEONCIO CORREIA,SN,RUA,CANGAIBA,3720190,-23.5048072,-46.5311112,EM-3ª série,"278,2",269.6,275.6,545.2
350,CLOVIS DE OLIVEIRA PROFESSOR DOUTOR,35040997,219.0,611.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,464.0,554.0,794.0,224.0,0.0,2,1,LIRA CEARENSE,869,RUA,JARDIM SANTA EFIGENIA,5763450,-23.6401117,-46.7552357,EM-3ª série,"264,7",266.0,259.9,525.9
351,RONALDO GARIBALDI PERETTI PROFESSOR,35041002,586.0,561.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,780.0,776.0,1058.0,498.0,0.0,2,1,ANTONIO JOSE BENTES,691,RUA,JARDIM IRAPIRANGA,5891160,-23.6654986,-46.7886493,EM-3ª série,"254,9",253.1,247.4,500.5
352,JOITI HIRATA,35041026,301.0,469.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,750.0,759.0,1167.0,342.0,0.0,2,1,LUAR DO SERTAO,165,RUA,CHACARA SANTA MARIA,5879450,-23.6869624,-46.7926803,EM-3ª série,"274,7",270.9,269.1,540.0
353,ANTONIO MANOEL ALVES DE LIMA,35041038,347.0,489.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,544.0,509.0,816.0,237.0,19.0,2,1,PIETRO CASELLA,07,RUA,JARDIM SAO JOAO,5815055,-23.66017689,-46.73712831,EM-3ª série,"266,8",273.6,262.7,536.3
354,MANOEL TABACOW HIDAL PROFESSOR,35041048,265.0,404.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,546.0,547.0,693.0,400.0,0.0,2,1,MANUEL DE MACEDO,247,RUA,PEDREIRA,4459290,-23.694654,-46.6713228,EM-3ª série,"260,9",255.5,252.4,507.9
355,CAROLINA CINTRA DA SILVEIRA PROFESSORA,35041051,268.0,473.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,632.0,542.0,732.0,442.0,0.0,2,1,LUIS DA FONSECA GALVAO,226,RUA,PARQUE MARIA HELENA,5855300,-23.6624598,-46.7668443,EM-3ª série,"268,9",265.6,263.6,529.2
356,LUIS MAGALHAES DE ARAUJO PROFESSOR,35041063,8.0,1445.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,913.0,877.0,1350.0,440.0,186.0,2,1,M BOI MIRIM,3583,ESTRADA,JARDIM DAS FLORES,4905023,-23.6801595,-46.7643296,EM-3ª série,"272,1",272.3,263.8,536.1
357,SANTO DIAS DA SILVA,35041609,327.0,350.0,13.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,348.0,389.0,737.0,0.0,335.0,2,1,RUA ALFREDO CORTES,32,RUA,JARDIM MARINGA,4814070,-23.72137526,-46.68103333,EM-3ª série,"293,8",282.2,281.4,563.5999999999999
358,JOSE DE OLIVEIRA ORLANDI,35041713,331.0,370.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,351.0,398.0,749.0,0.0,12.0,2,1,ADRIANO BERTOZZI,1195,AVENIDA,JARDIM HELIAN,8265000,-23.5746952,-46.4570003,EM-3ª série,"278,1",261.6,259.8,521.4000000000001
359,MARIA FERRAZ DE CAMPOS PROFA,35041725,407.0,372.0,24.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,681.0,671.0,1156.0,196.0,20.0,2,1,TEODORO SAO,453,RUA,VILA CARMOSINA,8290005,-23.5555659,-46.4541044,EM-3ª série,"277,5",269.7,268.7,538.4
360,FLAVIO JOSE OSORIO NEGRINI PROFESSOR,35041737,541.0,529.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,529.0,656.0,1052.0,133.0,0.0,2,1,CASIMIRO,66,RUA,JARDIM OLINDA,5766300,-23.6291357,-46.7520634,EM-3ª série,"271,4",263.6,258.1,521.7
361,DUGLAS TEIXEIRA MONTEIRO PROFESSOR,35041750,314.0,283.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,562.0,518.0,965.0,115.0,0.0,2,1,AVENIDA PROFESSOR OSCAR CAMPIGLIA,529,,PARQUE IPE,5762230,-23.6408724,-46.7617932,EM-3ª série,"274,8",264.7,266.7,531.4
362,MARIA JUVENAL HOMEM DE MELLO PROFA,35041762,238.0,326.0,18.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,439.0,491.0,930.0,0.0,20.0,2,1,MIRAFLORES,95,RUA,JARDIM CASTRO ALVES,4842470,-23.7403464,-46.68189204,EM-3ª série,"274,9",272.4,267.3,539.7
363,EMILIO WARWICK KERR PASTOR,35041774,492.0,403.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,581.0,582.0,1079.0,84.0,8.0,2,1,WALTER SGARBI,700,RUA,JARDIM REIMBERG,4845270,-23.75383716,-46.69626595,EM-3ª série,"270,8",274.7,265.6,540.3
364,JOSEPHINA CINTRA DAMIAO PROFESSORA,35041786,476.0,294.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,751.0,789.0,1139.0,401.0,0.0,2,1,JARARAU,152,ESTRADA,CHACARA NANI,4943120,-23.7093028,-46.7920852,EM-3ª série,"263,5",254.7,253.0,507.7
365,ERODICE PONTES DE QUEIROZ REV,35041798,733.0,526.0,13.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1061.0,1130.0,1703.0,488.0,0.0,2,1,AV. PROFESSOR HERMOGENES DE FREITAS LEITAO FILHO,1500,AVENIDA,JARDIM CASA GRANDE,4865000,-23.784975,-46.7147115,EM-3ª série,"265,9",256.8,248.2,505.0
366,SAMUEL WAINER,35041804,408.0,900.0,23.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,960.0,978.0,1210.0,728.0,26.0,2,1,JOSE DO RIO PRETO SAO,71,RUA,CONJUNTO HABITACIONAL BRIGADEIRO FARIA LIMA,4840460,-23.7546572,-46.683889,EM-3ª série,"288,3",273.8,266.3,540.1
367,MATTATHIAS GOMES DOS SANTOS REV,35043734,183.0,456.0,9.0,52.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,566.0,568.0,933.0,201.0,6.0,2,1,MANUEL DUARTE FERRO,778,RUA,VILA ITAIM,8190470,-23.4850024,-46.3921536,EM-3ª série,"261,7",269.7,260.6,530.3
368,FRANCISCO DE ASSIS PIRES CORREA PROFESSOR,35043746,543.0,659.0,32.0,17.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,630.0,639.0,1269.0,0.0,3.0,2,1,RUA SILVIANOPOLIS,20,ITAQUERA,CONJUNTO RESIDENCIAL JOSE BONIFACIO,8255410,-23.54947,-46.43384,EM-3ª série,"281,4",282.7,273.0,555.7
369,JULIA DELLA CASA PAULA PROFESSORA,35043771,254.0,315.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,281.0,334.0,615.0,0.0,0.0,2,1,GEORGE BERNANOS,311,RUA,JARDIM SAO JORGE,4432110,-23.6832842,-46.6617479,EM-3ª série,"280,2",255.2,253.3,508.5
370,JORGE DUPRAT FIGUEIREDO,35043928,503.0,417.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,537.0,582.0,882.0,237.0,33.0,2,1,ANTONIO LOMBARDO,140,RUA,JARDIM SANTA TEREZINHA ZONA LESTE,3572230,-23.5738449,-46.499243,EM-3ª série,"267,4",259.1,260.3,519.4000000000001
371,MARIO LOPES LEAO DR,35043936,530.0,479.0,12.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,489.0,573.0,774.0,288.0,2.0,2,1,JOSE MENDES NETTO,57,RUA,JARDIM DOS ALAMOS,4883270,-23.811839,-46.738045,EM-3ª série,"289,3",279.2,274.5,553.7
372,HERCULANO DE FREITAS PROFESSOR,35043953,371.0,392.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,428.0,462.0,750.0,140.0,14.0,2,1,OLIVIER BACHELIN,7,AVENIDA,ALTO DA RIVIERA,4929170,-23.70050081,-46.76441576,EM-3ª série,"265,9",260.1,255.4,515.5
373,ZORAIDE DE CAMPOS HELU PROFESSORA,35044261,116.0,136.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,258.0,257.0,481.0,34.0,0.0,2,1,GIOVANI PALADINO,76,RUA,JARDIM JARAGUA,5265020,-23.5035124,-46.7113767,EM-3ª série,"273,7",237.8,238.7,476.5
374,OCTACILIO DE CARVALHO LOPES PROF,35044283,106.0,275.0,30.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,189.0,208.0,397.0,0.0,292.0,2,1,WALDEMAR TIETZ,850,AVENIDA,CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA,3589000,-23.5496423,-46.4864556,EM-3ª série,"287,1",276.9,269.0,545.9
375,ORESTES ROSOLIA PROF,35044295,797.0,896.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1097.0,1032.0,1616.0,513.0,58.0,2,1,JERONIMO MACHADO PADRE,200,RUA,CONJUNTO HABITACIONAL PADRE MANOEL DA NOBREGA,3590000,-23.5435219,-46.4799191,EM-3ª série,"281,7",274.0,267.7,541.7
376,JOAO PRADO MARGARIDO PROF,35044313,467.0,555.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,525.0,563.0,1088.0,0.0,36.0,2,1,CARMINE MONETTI,81,RUA,JARDIM DAS OLIVEIRAS,8111160,-23.4913725,-46.3829211,EM-3ª série,"276,4",266.3,265.2,531.5
377,SALIM FARAH MALUF PROFESSOR,35044325,359.0,609.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,825.0,913.0,1230.0,508.0,3.0,2,1,JARDIM TAMOIO,100,RUA,CONJUNTO RESIDENCIAL JOSE BONIFACIO,8255010,-23.55500714,-46.43568539,EM-3ª série,"258,8",250.9,251.6,502.5
378,FADLO HAIDAR,35044337,439.0,739.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,618.0,616.0,1234.0,0.0,29.0,2,1,MURMURIOS DA TARDE,200,RUA,CONJUNTO RESIDENCIAL JOSE BONIFACIO,8253580,-23.5534898,-46.4443382,EM-3ª série,"277,7",274.0,262.7,536.7
379,WILSON ROBERTO SIMONINI PROF,35044349,4.0,465.0,0.0,18.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,236.0,259.0,495.0,0.0,495.0,2,1,JOAO CORREIA DE MAGALHAES,200,RUA,PARQUE DOM JOAO NERI,8151260,-23.5196571,-46.4048979,EM-3ª série,"294,9",284.7,279.9,564.5999999999999
380,JOAO ERNESTO FAGGIN DOUTOR,35044374,400.0,311.0,15.0,1.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,383.0,416.0,673.0,126.0,0.0,2,1,FULFARO,141,AVENIDA,VILA CLARA,4414200,-23.6747197,-46.6322319,EM-3ª série,"243,6",229.1,229.7,458.79999999999995
381,DAVID NASSER JORNALISTA,35044386,383.0,363.0,27.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,482.0,557.0,1039.0,0.0,0.0,2,1,SEVERIANO CARDOSO,280,RUA,JARDIM MACEDONIA,5894430,-23.6547486,-46.787036,EM-3ª série,"257,2",263.6,263.4,527.0
382,ANTONIO BERNARDES DE OLIVEIRA PROFESSOR,35044398,370.0,342.0,18.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,358.0,400.0,758.0,0.0,0.0,2,1,JEAN MAROT,12,RUA,JARDIM SAO JOAQUIM,4917040,-23.6884508,-46.7501427,EM-3ª série,"284,5",272.9,263.8,536.7
383,DAVID ZEIGER,35044404,379.0,465.0,17.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,456.0,441.0,897.0,0.0,2.0,2,1,SATELITE JAPETUS,30,RUA,JARDIM MARIA AMALIA,4858520,-23.67703172,-46.6807574,EM-3ª série,"272,6",274.2,272.3,546.5
384,CARLOS CATTONY,35044436,290.0,144.0,13.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,341.0,365.0,706.0,0.0,0.0,2,1,PROFESSOR HERMAN VON IHERING,11,AVENIDA,JARDIM CASA GRANDE,4870423,-23.7738183,-46.7407214,EM-3ª série,"304,4",274.2,275.0,549.2
385,EURIPEDES SIMOES DE PAULA PROF,35044441,676.0,790.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,778.0,798.0,1379.0,197.0,1.0,2,1,MARIA PAPE,30,RUA,JARDIM LUCELIA,4852218,-23.7621457,-46.6729937,EM-3ª série,"246,4",256.3,251.8,508.1
386,MARIO ARMINANTE PROF,35044453,527.0,498.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,951.0,986.0,1446.0,491.0,0.0,2,1,JOSE ROSCHEL RODRIGUES,146,RUA,RECANTO CAMPO BELO,4880130,-23.7918696,-46.7319781,EM-3ª série,"252,9",247.5,259.7,507.2
387,ANTONIO PEREIRA LIMA DR,35044465,203.0,171.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,189.0,209.0,398.0,0.0,5.0,2,1,JUSA,1414,RUA,PARELHEIROS,4889000,-23.8214988,-46.7507348,EM-3ª série,"249,2",267.2,265.2,532.4
388,ARGEO PINTO DIAS ENG,35046059,616.0,660.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,663.0,680.0,934.0,409.0,0.0,2,1,FALCAO PEREGRINO,22,RUA,JARDIM SABIA,4857350,-23.7828818,-46.6904871,EM-3ª série,"285,1",282.9,272.7,555.5999999999999
389,ANTONIO AGGIO,35046061,405.0,370.0,3.0,3.0,8.0,1.0,0.0,1.0,1.0,1.0,1.0,432.0,393.0,569.0,256.0,0.0,2,1,HERCILIA GONCALVES DOS SANTOS,16,RUA,GUARAPIRANGA,4912040,-23.68465268,-46.74476146,EM-3ª série,"254,8",264.0,253.2,517.2
390,PEDRO MOREIRA MATOS PROF,35046224,429.0,241.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,587.0,631.0,867.0,351.0,0.0,2,1,RAFAEL ZIMBARDI,38,RUA,JARDIM NAIR,8071130,-23.4906117,-46.44935,EM-3ª série,"268,1",258.4,259.3,517.7
391,FLAMINIO FAVERO PROFESSOR,35046243,435.0,539.0,19.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,740.0,775.0,910.0,605.0,0.0,2,1,AVENIDA GENERAL PENHA BRASIL,3001,AVENIDA,VILA NOVA CACHOEIRINHA,2673000,-23.450685,-46.6778653,EM-3ª série,"247,9",248.5,247.6,496.1
