,NO_ENTIDADE,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_DESKTOP_ALUNO,QT_COMP_PORTATIL_ALUNO,QT_TABLET_ALUNO,IN_INTERNET_ALUNOS,IN_INTERNET_APRENDIZAGEM,IN_BANDA_LARGA,IN_MATERIAL_PED_MULTIMIDIA,IN_MATERIAL_PED_MUSICAL,IN_MATERIAL_PED_ARTISTICAS,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_MAT_MED_INT,TP_DEPENDENCIA,TP_SITUACAO_FUNCIONAMENTO,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,Latitude,Longitude,COMPS_PER_STUDENT,STUDENTS_11_17
86,ANTONIO LISBOA PROFESSOR,228.0,333.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,316.0,375.0,606.0,85.0,0.0,2,1,RUA PROFESSOR FABIO FANUCCHI,425,RUA,BAIRRO JARDIM SAO PAULO,2045080,-23.4931599,-46.6157282,0.024955436720142603,561.0
87,ANTONIO VIEIRA PADRE,3.0,717.0,20.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,427.0,360.0,787.0,0.0,1.0,2,1,AVENIDA CRUZEIRO DO SUL,3301,AVENIDA,CANINDE,2031200,-23.501482,-46.6253123,0.03611111111111111,720.0
88,HOMEM DE MELLO BARAO,224.0,86.0,9.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,158.0,157.0,315.0,0.0,78.0,2,1,RUA ALFREDO PUJOL,1555,RUA,SANTANA,2017013,-23.5022718,-46.6404803,0.14838709677419354,310.0
89,BUENOS AIRES,2.0,410.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,260.0,172.0,432.0,0.0,432.0,2,1,RUA DOUTOR OLAVO EGIDIO,1008,RUA,SANTANA,2037001,-23.5004137,-46.6164853,0.019417475728155338,412.0
90,HORACIO AUGUSTO DA SILVEIRA PROF ETEC,10.0,1110.0,200.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,876.0,1377.0,1096.0,1157.0,390.0,2,1,ALCANTARA,113,RUA,VILA MARIA BAIXA,2110010,-23.5196824,-46.5965299,0.17857142857142858,1120.0
91,GONCALVES DIAS,131.0,292.0,23.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,221.0,234.0,455.0,0.0,0.0,2,1,NILO LUIS MAZZEI,SN,RUA,VILA ISOLINA MAZZEI,2081070,-23.4925479,-46.601329,0.054373522458628844,423.0
92,CASIMIRO DE ABREU,261.0,323.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,310.0,291.0,601.0,0.0,321.0,2,1,RUA CORONEL JORDAO,144,RUA,VILA PAIVA,2075030,-23.5075343,-46.6013993,0.0273972602739726,584.0
93,REPUBLICA DA BOLIVIA,26.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,312.0,292.0,604.0,0.0,0.0,2,1,RUA OUTEIRO DA CRUZ,571,RUA,JARDIM SAO PAULO,2041040,-23.4900829,-46.6228444,0.5,26.0
94,EURICO FIGUEIREDO PROF,278.0,246.0,16.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,274.0,270.0,544.0,0.0,246.0,2,1,FONSECA FILHO MINISTRO,75,RUA,JACANA,2272030,-23.47009,-46.5868392,0.03244274809160305,524.0
95,ALBERTO CARDOSO DE MELLO NETO DR,440.0,1273.0,15.0,8.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,885.0,1066.0,1474.0,477.0,25.0,2,1,VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO PROFESSORA,633,AVENIDA,JARDIM LEONOR MENDES DE BARROS,2346000,-23.46469667,-46.605015,0.013426736719206071,1713.0
96,VICTOR DOS SANTOS CUNHA PROF,315.0,688.0,27.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,546.0,580.0,912.0,214.0,3.0,2,1,JOAO SIMAO DE CASTRO,280,AVENIDA,VILA SABRINA,2141000,-23.4900865,-46.5728916,0.026919242273180457,1003.0
97,SEBASTIAO DE SOUZA BUENO PROF,302.0,181.0,17.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,251.0,239.0,490.0,0.0,174.0,2,1,FRANCISCO DE MEDEIROS JORDAO,579,RUA,VILA MEDEIROS,2214030,-23.4923262,-46.5860147,0.035196687370600416,483.0
98,JOHANN GUTENBERG,258.0,220.0,15.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,237.0,258.0,495.0,0.0,218.0,2,1,BUSSE CAPITAO,391,RUA,PARQUE EDU CHAVES,2232050,-23.4737789,-46.562776,0.06276150627615062,478.0
99,LUIZ AMARAL WAGNER PROF,16.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,328.0,296.0,624.0,0.0,0.0,2,1,NICOLINO MORENA DOUTOR,541,RUA,VILA CONSTANCA,2257000,-23.4733301,-46.5811812,1.25,16.0
100,DAVID EUGENIO DOS SANTOS PROF,27.0,0.0,15.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,361.0,377.0,738.0,0.0,0.0,2,1,JOSE DE ALMEIDA,1377,RUA,VILA MEDEIROS,2204001,-23.4835446,-46.5900801,1.0740740740740742,27.0
101,JUDITH GUIMARAES DOS SANTOS PROFA,38.0,0.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,491.0,523.0,1014.0,0.0,0.0,2,1,MANUEL PEREIRA SAMPAIO,66,RUA,BORTOLANDIA,2352030,-23.4565079,-46.597214,0.39473684210526316,38.0
102,GABRIELA MISTRAL,316.0,37.0,15.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,279.0,326.0,605.0,0.0,0.0,2,1,BARACCA MAJOR,584,RUA,PARQUE EDU CHAVES,2232000,-23.4785752,-46.562069,0.04815864022662889,353.0
103,JOSE MARIA REYS PROF,34.0,0.0,16.0,8.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,463.0,484.0,947.0,0.0,0.0,2,1,CONCEICAO,3027,AVENIDA,JARDIM JAPAO,2135001,-23.4971912,-46.5872967,0.7058823529411765,34.0
104,EURIPEDES DE CASTRO,20.0,0.0,15.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,317.0,358.0,675.0,0.0,0.0,2,1,EDGAR RUZZANT,456,AVENIDA,JARDIM BRASIL ZONA NORTE,2225010,-23.4807051,-46.5757,1.1,20.0
105,EXPEDICIONARIO BRASILEIRO,24.0,0.0,8.0,38.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,338.0,364.0,702.0,0.0,0.0,2,1,RUA ALTINOPOLIS,501,RUA,AGUA FRIA,2334001,-23.482836,-46.6200382,1.9166666666666667,24.0
106,PEDRO ALEXANDRINO,321.0,493.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,404.0,478.0,882.0,0.0,20.0,2,1,IMBIRAS,49,RUA,VILA NOVA MAZZEI,2316000,-23.4657755,-46.5972659,0.02457002457002457,814.0
107,JULIO PESTANA,439.0,586.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,582.0,545.0,753.0,374.0,1.0,2,1,GUAPIRA,2862,AVENIDA,TUCURUVI,2265002,-23.4649144,-46.5831761,0.013658536585365854,1025.0
108,SILVA JARDIM,510.0,593.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,914.0,708.0,1159.0,463.0,0.0,2,1,TUCURUVI,724,AVENIDA,TUCURUVI,2304002,-23.4813388,-46.6048259,0.014505893019038985,1103.0
109,ALFREDO INACIO TRINDADE,315.0,749.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,517.0,607.0,1124.0,0.0,0.0,2,1,JOAO ROSA,86,RUA,VILA NIVI,2255130,-23.4779753,-46.5918435,0.015977443609022556,1064.0
110,ALBINO CESAR,377.0,953.0,23.0,6.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,728.0,728.0,1113.0,343.0,21.0,2,1,CAJAMAR,5,RUA,VILA MAZZEI,2308090,-23.4774429,-46.6069164,0.02180451127819549,1330.0
111,RAFAEL DE MORAES LIMA PROF,43.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,385.0,365.0,750.0,0.0,0.0,2,1,LAVINIA PACHECO E SILVA,SN,RUA,JARDIM LEONOR MENDES DE BARROS,2346140,-23.4657527,-46.6058203,0.23255813953488372,43.0
112,PHILOMENA BAYLAO PROFA,343.0,300.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,529.0,553.0,1082.0,0.0,0.0,2,1,CORONEL SEZEFREDO FAGUNDES,14666,,NUCLEO DO ENGORDADOR,2368000,-23.417382,-46.5845822,0.0,643.0
113,LAEL DE MOURA PRADO PROF,43.0,0.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,479.0,481.0,960.0,0.0,0.0,2,1,AV PROFESSOR CASTRO JUNIOR,609,AVENIDA,VL SABRINA,2138030,-23.4971257,-46.5741853,0.5116279069767442,43.0
114,MIGUEL VIEIRA FERREIRA DR,4.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,161.0,145.0,306.0,0.0,0.0,2,1,FRANCISCO DE MEDEIROS JORDAO,628,RUA,VILA MEDEIROS,2214030,-23.492337,-46.5858257,1.25,4.0
115,MARIA PAULA MARCONDES DOMINGUES PROFA,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,217.0,202.0,419.0,0.0,0.0,2,1,MANUEL MORAIS PONTES,395,RUA,VILA ALBERTINA,2373000,-23.4540149,-46.6197046,0.0,17.0
116,CYRENE DE OLIVEIRA LAET DONA,223.0,308.0,1000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,407.0,372.0,432.0,347.0,157.0,2,1,ESTER ELISA,227,RUA,VILA NILO,2278040,-23.4590345,-46.5793447,1.8832391713747645,531.0
117,RUY BARBOSA CONSELHEIRO,267.0,378.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,324.0,360.0,684.0,0.0,0.0,2,1,ANTONIO CASTELAR DE FRANCESCHI PROFESSOR,200,RUA,HORTO FLORESTAL,2377080,-23.4571255,-46.6305591,0.012403100775193798,645.0
118,JOAO LIGABUE CONEGO,245.0,170.0,31.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,195.0,234.0,429.0,0.0,160.0,2,1,GROTA,483,RUA,VILA GUSTAVO,2206010,-23.4817365,-46.5961521,0.0819277108433735,415.0
119,ANGELO BORTOLO,418.0,174.0,13.0,26.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,276.0,329.0,605.0,0.0,160.0,2,1,ANTONIO GONCALVES SILVA,91,RUA,BORTOLANDIA,2352090,-23.4547587,-46.5980016,0.06587837837837837,592.0
120,AMENAIDE BRAGA DE QUEIROZ PROFA,300.0,446.0,23.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,405.0,392.0,797.0,0.0,0.0,2,1,BARRA MANSA,480,RUA,JARDIM FRANCA,2337040,-23.4768029,-46.6117573,0.030831099195710455,746.0
121,CARMOSINA MONTEIRO VIANNA PROFA,423.0,521.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,495.0,496.0,991.0,0.0,0.0,2,1,ANTONIO PALMIERI,377,RUA,JARDIM BRASIL ZONA NORTE,2210000,-23.485756,-46.5800267,0.01694915254237288,944.0
122,ARNALDO BARRETO,179.0,205.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,259.0,208.0,424.0,43.0,9.0,2,1,ANTONIO PESTANA,58,RUA,TREMEMBE,2370020,-23.4615883,-46.6219283,0.044270833333333336,384.0
123,CASSIO DA COSTA VIDIGAL,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,305.0,288.0,593.0,0.0,0.0,2,1,MUNIZ FERREIRA,121,RUA,JARDIM JOAMAR,2321170,-23.4480585,-46.5898151,0.0,20.0
124,PEDRO DE MORAES VICTOR DR,385.0,351.0,27.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,504.0,464.0,801.0,167.0,0.0,2,1,BOAVENTURA COLETTI,SN,RUA,VILA FIDALGO,2324100,-23.4438499,-46.5885532,0.036684782608695655,736.0
125,MARIA ANGELITA SAYAGO LAET PROFA,28.0,0.0,14.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,306.0,338.0,644.0,0.0,0.0,2,1,FREIRE BASTOS,226,RUA,JARDIM MODELO,2261020,-23.4670147,-46.5774295,0.8214285714285714,28.0
126,JOSE DO AMARAL MELLO PROF,446.0,297.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,629.0,611.0,1187.0,53.0,0.0,2,1,ALPHEU LUIZ GASPARINO,84,RUA,VILA NOVA GALVAO,2281110,-23.4517913,-46.5730456,0.016150740242261104,743.0
127,ADEMAR HIROSHI SUDA PROF,26.0,0.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,335.0,342.0,677.0,0.0,0.0,2,1,AGAFITA,50,RUA,PARQUE VITORIA,2269080,-23.4707007,-46.5951947,0.5769230769230769,26.0
128,SAO PAULO,0.0,243.0,8.0,10.0,176.0,1.0,1.0,1.0,0.0,0.0,0.0,137.0,129.0,266.0,0.0,266.0,2,1,RUA DA FIGUEIRA,500,RUA,BRAS,3003000,-23.5476752,-46.6275197,0.07407407407407407,243.0
129,LOUREIRO JUNIOR PROFESSOR,29.0,133.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,81.0,92.0,173.0,0.0,144.0,2,1,RUA PADRE ADELINO,1330,RUA,QUARTA PARADA,3303000,-23.5439165,-46.5809783,0.12345679012345678,162.0
130,THEODORO DE MORAES PROFESSOR,15.0,0.0,15.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,144.0,154.0,298.0,0.0,0.0,2,1,AVENIDA REGENTE FEIJO,586,AVENIDA,VILA REGENTE FEIJO,3342000,-23.5573598,-46.5727202,1.0,15.0
131,PAULO MONTE SERRAT PROFESSOR,10.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,137.0,153.0,290.0,0.0,0.0,2,1,TORIBA,141,RUA,VILA CANERO,3191130,-23.5679353,-46.5708752,0.5,10.0
132,ROMAO PUIGARI,39.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,386.0,391.0,777.0,0.0,0.0,2,1,AVENIDA RANGEL PESTANA,1482,AVENIDA,BRAS,3002000,-23.5455593,-46.6200565,0.2564102564102564,39.0
133,ISAI LEIRNER,194.0,171.0,17.0,28.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,249.0,204.0,377.0,76.0,178.0,2,1,PLACIDO DE CASTRO,221,RUA,VILA INVERNADA,3349030,-23.5673417,-46.5651789,0.1232876712328767,365.0
134,ANDRE OHL,14.0,0.0,9.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,289.0,261.0,550.0,0.0,0.0,2,1,SAPOPEMBA,3244,AVENIDA,VILA REGENTE FEIJO,3345000,-23.574066,-46.5578357,0.7142857142857143,14.0
135,ANDRE XAVIER GALLICHO PROFESSOR,184.0,244.0,13.0,28.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,312.0,346.0,658.0,0.0,21.0,2,1,MOOCA,4650,RUA,MOOCA,3165002,-23.5620765,-46.5812977,0.09579439252336448,428.0
136,ANTONIO FIRMINO DE PROENCA PROF,429.0,413.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,449.0,467.0,916.0,0.0,0.0,2,1,RUA DA MOOCA,363,RUA,MOOCA,3103000,-23.553576,-46.6212398,0.0166270783847981,842.0
137,AMADEU AMARAL,422.0,480.0,21.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,422.0,547.0,969.0,0.0,0.0,2,1,LARGO SAO JOSE DO BELEM,66,LARGO,BELENZINHO,3057040,-23.5413956,-46.5949461,0.026607538802660754,902.0
138,EDUARDO PRADO,565.0,52.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,508.0,589.0,1097.0,0.0,0.0,2,1,RUA ALMIRANTE BARROSO,225,RUA,BRAS,3025000,-23.5374632,-46.6126923,0.0,617.0
139,GUERINO RASO,15.0,0.0,11.0,28.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,153.0,156.0,309.0,0.0,0.0,2,1,SERRA DA BOCAINA,126,RUA,QUARTA PARADA,3174000,-23.5467491,-46.590112,2.6,15.0
140,ANNA TEIXEIRA PRADO ZACHARIAS PROFESSORA,317.0,15.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,182.0,153.0,335.0,0.0,0.0,2,1,PAULINA,149,RUA,CHACARA MAFALDA,3370040,-23.5721563,-46.5595716,0.060240963855421686,332.0
141,ANTONIO DE QUEIROZ TELLES DOUTOR,13.0,0.0,15.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,211.0,191.0,402.0,0.0,0.0,2,1,ITAQUERI,372,RUA,ALTO DA MOOCA,3178000,-23.5511245,-46.5841388,1.3076923076923077,13.0
142,ARMANDO ARAUJO,353.0,23.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,313.0,332.0,645.0,0.0,0.0,2,1,JUVENAL PARADA,264,RUA,MOOCA,3167060,-23.5565258,-46.5973636,0.02127659574468085,376.0
143,PAULO LUIG FREI,353.0,92.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,452.0,446.0,898.0,0.0,0.0,2,1,CARLOS DE CAMPOS,841,AVENIDA,PARI,3028001,-23.525375,-46.6107523,0.0022471910112359553,445.0
144,PANDIA CALOGERAS,14.0,0.0,20.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,209.0,234.0,443.0,0.0,0.0,2,1,AVENIDA PAES DE BARROS,1025,AVENIDA,MOOCA,3115020,-23.5639954,-46.5965004,2.2142857142857144,14.0
145,OSWALDO CRUZ,289.0,314.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,468.0,470.0,938.0,0.0,0.0,2,1,RUA DA MOOCA,2183,RUA,MOOCA,3103003,-23.5548677,-46.6038925,0.008291873963515755,603.0
146,ORESTES GUIMARAES,575.0,395.0,17.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,713.0,764.0,1477.0,0.0,0.0,2,1,CANINDE,153,,CANINDE,3033000,-23.5326517,-46.6240241,0.01958762886597938,970.0
147,DOMINGOS FAUSTINO SARMIENTO,41.0,0.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,400.0,408.0,808.0,0.0,0.0,2,1,21 DE ABRIL,970,RUA,BRAS,3047000,-23.5423762,-46.6055871,0.36585365853658536,41.0
148,CARLOS DE CAMPOS ETEC,4.0,715.0,143.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1203.0,486.0,886.0,803.0,207.0,2,1,RUA MONSENHOR ANDRADE,798,RUA,BRAS,3009100,-23.5383481,-46.6217821,0.19888734353268428,719.0
149,PLINIO BARRETO,302.0,372.0,16.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,356.0,373.0,729.0,0.0,0.0,2,1,SIQUEIRA BUENO,2123,RUA,BELENZINHO,3173010,-23.5541354,-46.5825115,0.02373887240356083,674.0
150,WOLNY CARVALHO RAMOS PROFESSOR,676.0,899.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,851.0,802.0,1653.0,0.0,39.0,2,1,BOM JESUS,909,RUA,VILA REGENTE FEIJO,3344000,-23.5635061,-46.5699265,0.010158730158730159,1575.0
151,CAMARGO ARANHA PROF ETEC,18.0,1300.0,178.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1122.0,617.0,1240.0,499.0,110.0,2,1,RUA MARCIAL,25,RUA,MOOCA,3169040,-23.55299,-46.5974,0.13505311077389984,1318.0
152,ANCHIETA PADRE,546.0,716.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,667.0,686.0,1353.0,0.0,0.0,2,1,RUA VISCONDE DE ABAETE,154,RUA,BRAS,3012050,-23.54007831,-46.61359158,0.0071315372424722665,1262.0
153,MMDC,311.0,236.0,18.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,278.0,283.0,561.0,0.0,216.0,2,1,CUIABA,667,RUA,ALTO DA MOOCA,3183001,-23.56047,-46.5905499,0.03290676416819013,547.0
154,MARIA DA GLORIA COSTA E SILVA PROFESSORA,327.0,501.0,15.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,516.0,602.0,780.0,338.0,0.0,2,1,RUA DOUTOR MONTEIRO DE BARROS,110,RUA,VILA ELZE,3254120,-23.6078798,-46.5275768,0.018115942028985508,828.0
155,MARIO CASASSANTA PROFESSOR,114.0,73.0,14.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,87.0,107.0,194.0,0.0,65.0,2,1,RUA PARAMU,693,RUA,VILA ALPINA,3147100,-23.5941829,-46.565997,0.0748663101604278,187.0
156,BEATRIZ R BASSI ASTORINO PROFESSORA,536.0,52.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,591.0,551.0,1142.0,0.0,0.0,2,1,RUA JUIZ DE FORA,366,RUA,VILA EMA,3286000,-23.5912846,-46.534086,0.015306122448979591,588.0
157,MARIO MARQUES DE OLIVEIRA PROFESSOR,5.0,1529.0,20.0,13.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,905.0,889.0,1295.0,499.0,32.0,2,1,BUENOPOLIS,234,RUA,VILA SANTA CLARA,3161010,-23.5758869,-46.564625,0.02151238591916558,1534.0
158,VICTOR MIGUEL ROMANO PROF,440.0,621.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,735.0,720.0,1138.0,317.0,0.0,2,1,SAPOPEMBA,7763,AVENIDA,JARDIM ADUTORA,3988010,-23.5958269,-46.5238459,0.011310084825636193,1061.0
159,ANDRE DREYFUS PROFESSOR,17.0,0.0,8.0,38.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,184.0,178.0,362.0,0.0,0.0,2,1,RUA PEDRO DE GODOI,170,RUA,VILA ZELINA,3138010,-23.5877167,-46.5826992,2.7058823529411766,17.0
160,STEFAN ZWEIG,224.0,120.0,10.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,158.0,200.0,358.0,0.0,116.0,2,1,GENARO ARILA ARENSANZ,225,RUA,VILA IVONE,3275090,-23.579104,-46.5545608,0.07267441860465117,344.0
161,AROLDO DE AZEVEDO PROF,547.0,1258.0,20.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1202.0,1192.0,1724.0,670.0,46.0,2,1,FILIPA ALVARES,SN,RUA,JARDIM PLANALTO,3984020,-23.605812,-46.5101628,0.013850415512465374,1805.0
162,ANNITA ATALLA PROFESSORA,15.0,0.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,174.0,190.0,364.0,0.0,0.0,2,1,RUA LOURENCO CAETANO DA SILVA,18,RUA,JARDIM AVELINO,3227020,-23.5882944,-46.5710904,1.0,15.0
163,SECUNDINO DOMINGUES FILHO DOUTOR,258.0,196.0,13.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,363.0,358.0,721.0,0.0,20.0,2,1,SECUNDINO DOMINGUES,136,RUA,JARDIM INDEPENDENCIA,3223110,-23.5888876,-46.5596935,0.03303964757709251,454.0
164,OLGA BENATTI PROFESSORA,309.0,16.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,160.0,165.0,325.0,0.0,0.0,2,1,RUA IBITIRAMA,1412,RUA,VILA BELA,3134001,-23.5925525,-46.579874,0.04923076923076923,325.0
165,BRISABELLA ALMEIDA NOBRE PROFESSORA,364.0,20.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,186.0,199.0,385.0,0.0,0.0,2,1,RUA SANTA GENOVEVA,47,RUA,VILA CALIFORNIA,3213050,-23.6060737,-46.5609305,0.020833333333333332,384.0
166,JOY ARRUDA DOUTOR,14.0,0.0,15.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,138.0,134.0,272.0,0.0,0.0,2,1,BATUNS,52,RUA,VILA SANTA CLARA,3273410,-23.5790309,-46.5623796,1.3571428571428572,14.0
167,JOCELYN PONTES GESTAL PROF,31.0,0.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,288.0,387.0,675.0,0.0,0.0,2,1,PEDRO GONCALVES VAREJAO,209,RUA,JARDIM MIMAR,3986170,-23.6086421,-46.522026,0.5161290322580645,31.0
168,JOSE HEITOR CARUSI PROFESSOR,101.0,383.0,15.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,280.0,264.0,544.0,0.0,0.0,2,1,ROBERTO UGOLINI COMENDADOR,300,RUA,PARQUE DA MOOCA,3125010,-23.575643,-46.5884799,0.03512396694214876,484.0
169,FRANCISCO BORGES VIEIRA DOUTOR,134.0,590.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,468.0,465.0,678.0,255.0,1.0,2,1,RUA PARATINQUARA,67,RUA,VILA ALPINA,3209040,-23.5971746,-46.5584238,0.027624309392265192,724.0
170,AMERICO DE MOURA PROFESSOR,5.0,275.0,22.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,163.0,139.0,302.0,0.0,302.0,2,1,RUA MENDONCA CORTE REAL,SN,RUA,JARDIM AVELINO,3227110,-23.5840235,-46.5739147,0.07857142857142857,280.0
171,LUIZA MENDES CORREA SOUZA PROFESSORA,295.0,448.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,541.0,560.0,1101.0,0.0,1.0,2,1,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,5796,AVENIDA,PARQUE SAO LUCAS,3294100,-23.5920586,-46.5420881,0.016150740242261104,743.0
172,JOAO FIRMINO DE CAMPOS,15.0,0.0,15.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,224.0,226.0,450.0,0.0,0.0,2,1,RUA VISCONDE DE ALCANTARA,350,RUA,VILA ALPINA,3205060,-23.6046766,-46.5669872,1.0,15.0
173,JOSE CHEDIAK,503.0,873.0,15.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,834.0,928.0,1195.0,567.0,83.0,2,1,ORATORIO,2320,AVENIDA,PARQUE SAO LUCAS,3220100,-23.5926539,-46.5472282,0.010901162790697675,1376.0
174,REPUBLICA DO PARAGUAY,203.0,7.0,20.0,0.0,30.0,1.0,1.0,1.0,0.0,0.0,0.0,212.0,213.0,425.0,0.0,0.0,2,1,RUA CARLOS MULLER,21,RUA,VILA SAO MAURICIO,3132060,-23.5813164,-46.5838296,0.09523809523809523,210.0
175,CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA,210.0,19.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,217.0,217.0,434.0,0.0,0.0,2,1,RUA MARIA DAFFRE,406,RUA,QUINTA DA PAINEIRA,3150020,-23.5850759,-46.5882702,0.06550218340611354,229.0
